part_id;surface_roughness;parallelism;groove_depth;groove_diameter
107104;1.967;0.063;0.808;-0.0275
107201;1.832;0.028;0.806;-0.031
107202;1.7;0.019;0.809;-0.0325
107203;2.072;0.0415;0.81;-0.0325
107204;1.922;0.019;0.808;-0.0335
107301;2.18;0.02;0.794;-0.0315
107302;2.041;0.019;0.8;-0.0335
107303;2.041;0.0355;0.802;-0.0295
107304;1.976;0.031;0.8;-0.0305
107401;2.17;0.0195;0.801;-0.032
107402;2.088;0.05;0.794;-0.034
107403;2.12;0.08;0.796;-0.0305
107404;2.144;0.0175;0.781;-0.027
107501;2.137;0.0275;0.8;-0.0365
107502;2.062;0.032;0.799;-0.032
107503;2.011;0.028;0.803;-0.037
107504;2.234;0.038;0.805;-0.028
107601;1.839;0.069;0.79;-0.0315
107602;1.936;0.064;0.795;-0.0315
107603;2.055;0.0165;0.8;-0.0325
107604;2.285;0.013;0.798;-0.031
107701;1.829;0.029;0.795;-0.03
107702;1.849;0.0195;0.8;-0.0315
107703;1.889;0.029;0.794;-0.032
107704;1.81;0.023;0.8;-0.026
107801;2.135;0.0415;0.794;-0.0345
107802;2.093;0.0685;0.809;-0.0325
107803;2.188;0.041;0.794;-0.038
107804;1.605;0.0635;0.803;-0.033
107901;1.856;0.035;0.801;-0.0355
107902;2.012;0.037;0.799;-0.032
107903;1.94;0.032;0.792;-0.031
107904;1.975;0.025;0.781;-0.033
108001;2.26;0.0305;0.727;-0.0365
108002;2.063;0.0305;0.796;-0.0325
108003;2.021;0.0255;0.797;-0.034
108004;2.193;0.1225;0.798;-0.034
108101;2.025;0.0225;0.793;-0.0345
108102;1.702;0.0525;0.795;-0.0335
108103;2.075;0.0205;0.791;-0.0345
108104;1.741;0.1005;0.783;-0.0355
108201;2.176;0.023;0.79;-0.0325
108202;2.076;0.0265;0.794;-0.032
108203;1.847;0.023;0.801;-0.035
108204;2.1;0.02;0.793;-0.038
109001;1.836;0.4055;0.76;-0.0375
109002;1.861;0.3695;0.766;-0.0335
109003;1.853;0.5655;0.75;-0.034
109101;1.723;0.067;0.777;-0.032
109102;1.651;0.058;0.756;-0.0455
109103;1.919;0.028;0.78;-0.034
109104;2.044;0.061;0.774;-0.033
109201;1.622;0.0565;0.786;-0.033
109202;1.482;0.066;0.818;-0.0325
109203;1.363;0.0395;0.779;-0.033
109204;2.136;0.049;0.782;-0.0335
109301;1.578;0.033;0.781;-0.032
109302;1.714;0.045;0.777;-0.0305
109303;1.071;0.0445;0.796;-0.0345
109304;2.007;0.044;0.786;-0.033
109401;1.065;0.039;0.793;-0.0315
109402;1.34;0.056;0.8;-0.031
109403;2.232;0.0455;0.78;-0.0355
109404;1.221;0.049;0.773;-0.0455
109501;1.743;0.047;0.785;-0.03
109502;1.537;0.0475;0.78;-0.032
109503;2.204;0.051;0.78;-0.03
109504;1.786;0.0525;0.779;-0.031
110301;2.232;0.4365;0.759;-0.0355
110302;1.791;0.492;0.751;-0.036
110303;1.275;0.0705;0.801;-0.031
110304;1.017;0.0735;0.806;-0.034
110401;1.6;0.0575;0.812;-0.03
110402;1.897;0.388;0.763;-0.0315
110403;2.244;0.39;0.774;-0.0385
110404;1.119;0.057;0.792;-0.038
110501;1.756;0.052;0.812;-0.0295
110502;1.763;0.0505;0.806;-0.031
110503;1.699;0.3705;0.767;-0.0335
110504;1.667;0.3715;0.77;-0.031
110601;1.495;0.042;0.79;-0.0305
110602;1.704;0.349;0.773;-0.0335
110603;1.508;0.04;0.809;-0.033
110604;1.689;0.402;0.763;-0.0355
110701;1.347;0.031;0.804;-0.033
110702;1.966;0.05;0.796;-0.035
110703;1.751;0.053;0.804;-0.0315
110704;1.678;0.056;0.816;-0.0305
110801;1.463;0.048;0.781;-0.0335
110802;1.454;0.0545;0.772;-0.0315
110803;1.091;0.0835;0.808;-0.032
110804;1.981;0.039;0.8;-0.03
110901;2.049;0.398;0.759;-0.036
110902;1.506;0.4;0.706;-0.0195
110903;2.094;0.3995;0.766;-0.0365
111001;2.641;0.374;0.765;-0.038
111002;2.679;0.362;0.768;-0.04
111003;2.386;0.365;0.77;-0.044
111101;3.889;0.05;0.787;-0.0465
111102;3.341;0.085;0.784;-0.0425
111203;2.547;0.361;0.771;-0.0385
111301;3.472;0.044;0.794;-0.0415
111302;3.601;0.039;0.789;-0.0605
111303;3.697;0.31;0.79;-0.049
111304;3.445;0.173;0.797;-0.0395
111401;3.955;0.072;0.799;-0.0485
111404;2.107;0.583;0.743;-0.0365
111501;4.493;0.096;0.785;-0.046
111502;1.316;0.055;0.779;-0.049
111503;2.63;0.049;0.788;0.1155
111601;3.405;0.048;0.784;-0.049
111602;1.988;0.077;0.783;-0.0295
111701;2.205;0.038;0.791;-0.0265
111703;1.654;0.048;0.794;-0.0305
111704;1.911;0.3915;0.763;-0.032
111801;1.685;0.041;0.785;-0.0295
111802;2.655;0.3825;13.744;-0.0405
111803;1.783;0.0475;0.786;-0.029
111901;1.299;0.0445;0.781;-0.028
111902;2.037;0.0355;0.785;-0.0305
111903;2.015;0.0335;0.791;-0.028
111904;2.202;0.0475;0.788;-0.029
112001;2.039;0.039;0.803;-0.0295
112002;1.901;0.0415;0.783;-0.03
112003;2.183;0.048;0.787;-0.028
112004;2.117;0.0375;0.779;-0.0305
112501;0.936;0.025;0.803;-0.04
112502;1.863;0.446;0.764;-0.035
112503;1.256;0.4245;0.755;-0.0385
112504;1.569;0.646;0.793;-0.034
112601;2.331;0.5205;0.746;-0.037
112602;1.74;0.4955;0.77;-0.0385
112603;1.583;0.5395;0.749;-0.035
112604;1.697;0.424;0.76;-0.0345
112701;1.724;0.378;0.763;-0.0365
112702;1.494;0.76;0.724;-0.036
112703;1.683;0.417;0.759;-0.034
112801;2.089;0.056;0.787;-0.0325
112802;1.586;0.051;0.792;-0.0305
112803;1.674;0.059;0.778;-0.0315
112804;1.655;0.04;0.782;-0.0315
112901;2.084;0.059;0.764;-0.0335
112902;1.865;0.0465;0.783;-0.028
112903;1.714;0.0465;0.779;-0.0315
112904;1.828;0.049;0.787;-0.0315
113001;2.019;0.036;0.789;-0.03
113002;2.444;0.061;0.8;-0.0265
113003;1.594;0.046;0.783;-0.03
113101;1.909;0.3655;0.038;-0.028
113102;1.79;0.038;0.783;-0.0285
113103;2.049;0.0615;0.788;-0.032
113104;2.034;0.0425;0.795;-0.0275
113201;1.869;0.0325;0.789;-0.031
113202;2.274;0.061;0.79;-0.0275
113203;2.089;0.0455;0.785;-0.019
113204;1.978;0.038;0.788;-0.0305
113301;2;0.04;0.8;-0.027
113302;2.302;0.033;0.783;-0.0295
113303;2.16;0.0365;0.795;-0.029
113304;1.964;0.0435;0.794;-0.0325
113401;2.261;0.0905;0.798;-0.0285
113402;2.096;0.0385;0.784;-0.03
113403;2.116;0.0365;0.787;-0.0325
113404;2.281;0.0335;0.78;-0.0325
113501;2.046;0.038;0.794;-0.031
113502;1.923;0.0405;0.8;-0.0305
113503;2.177;0.0375;0.782;-0.031
113504;2.155;0.037;0.794;-0.025
113601;2.227;0.0415;0.542;-0.018
113602;2.137;0.0275;0.783;-0.027
113603;2.056;0.037;0.791;-0.033
113604;2.087;0.0505;0.788;-0.0305
113701;2.175;0.039;0.811;-0.028
113702;2.17;0.041;0.805;-0.03
113703;2.033;0.036;0.544;-0.031
113704;2.235;0.036;0.793;-0.0285
113801;2.14;0.0645;0.792;-0.0265
113802;2.078;0.0385;0.797;-0.029
113803;2.084;0.029;0.772;-0.0255
113804;2.289;0.0525;0.798;-0.024
113901;2.076;0.052;0.786;-0.0265
113902;2.096;0.031;0.781;-0.024
113903;2.122;0.0405;0.784;-0.0255
113904;2.112;0.0415;0.791;-0.0265
114001;2.125;0.409;0.757;-0.035
114002;2.142;0.0385;0.784;-0.026
114003;2.152;0.021;0.785;-0.026
114004;1.943;0.03;0.791;-0.0265
114101;2.035;0.039;0.776;-0.024
114102;2.073;0.0295;0.784;-0.026
114103;2.041;0.026;0.783;-0.026
114104;1.923;0.036;0.784;-0.027
114201;2.022;0.028;0.786;-0.027
114202;2.245;0.034;0.79;-0.027
114203;2.028;0.031;0.785;-0.025
114204;2.109;0.029;0.787;-0.0265
114301;2.023;0.028;0.789;-0.026
114302;2.068;0.031;0.79;-0.0255
114303;2.19;0.034;0.786;-0.027
114304;2.077;0.0255;0.79;-0.0285
114401;2.095;0.025;0.784;-0.028
114402;2.503;0.363;0.769;-0.037
114404;2.418;0.3435;0.77;-0.0375
114501;2.062;0.0585;0.803;-0.03
114503;1.729;0.0435;0.783;-0.0325
114504;3.522;0.057;0.795;-0.047
114604;2.167;0.0365;0.796;-0.0285
114702;3.621;0.044;0.8;-0.064
114703;1.992;0.036;0.785;-0.0265
114704;1.721;0.425;0.762;-0.032
114803;2.081;0.0525;0.769;-0.0315
114804;2.179;0.0425;0.794;-0.0295
114902;2.273;0.4005;0.75;-0.035
114903;2.059;0.041;0.787;-0.0275
115002;1.93;0.029;0.793;-0.0245
115004;2.027;0.041;0.797;-0.0295
115101;1.976;0.045;0.784;-0.0295
115102;2.066;0.031;0.798;-0.0245
115103;2.008;0.031;0.798;-0.023
115104;2.062;0.0535;0.788;-0.0265
115201;2.176;0.0235;0.773;-0.024
115202;1.965;0.0365;0.784;-0.0265
115203;2.147;0.032;0.782;-0.0255
115204;1.947;0.035;0.794;-0.02
115301;1.974;0.048;0.785;-0.024
115302;1.797;0.0385;0.782;-0.027
115303;2.122;0.022;0.786;-0.0265
115304;2.154;0.0335;0.785;-0.0245
115401;2.083;0.0395;0.784;-0.0235
115402;2.104;0.0345;0.779;-0.025
115403;1.736;0.034;0.774;-0.0285
115501;2.096;0.0335;0.782;-0.0265
115502;2.31;0.019;0.798;-0.035
115504;2.467;0.0145;0.797;-0.035
115602;2.345;0.024;0.794;-0.03
115603;2.025;0.0375;0.783;-0.0295
115604;2.218;0.0165;0.796;-0.0335
115701;2.958;0.029;0.801;-0.038
115702;3.366;0.023;0.806;-0.0345
115703;2.972;0.0255;0.799;-0.036
115704;2.849;0.0335;0.794;-0.0345
115801;3.205;0.0445;0.812;-0.03
115802;2.906;0.0195;0.803;-0.03
115803;2.953;0.026;0.797;-0.036
115804;2.739;0.028;0.804;-0.035
115901;2.965;0.064;0.795;-0.034
115902;3.194;0.0365;0.804;-0.0335
115903;2.898;0.04;0.801;-0.0315
115904;3.265;0.028;0.804;-0.0325
116001;2.968;0.0475;0.805;-0.0335
116002;2.609;0.038;0.798;-0.035
116003;2.956;0.023;0.805;-0.0355
116004;2.828;0.0235;0.8;-0.0365
116101;3.172;0.024;0.799;-0.0325
116102;3.001;0.075;0.8;-0.0315
116103;2.992;0.0325;0.799;-0.0335
116104;3.084;0.0265;0.801;-0.034
116201;2.887;0.052;0.809;-0.0345
116202;2.788;0.027;0.809;-0.033
116203;2.828;0.073;0.813;-0.0335
116204;2.779;0.033;0.813;-0.035
116301;3.266;0.029;0.8;-0.0355
116302;2.944;0.1145;0.804;-0.0335
116303;2.991;0.023;0.801;-0.0335
116304;2.994;0.0325;0.802;-0.0325
116401;3.236;0.024;0.8;-0.0325
116402;2.983;0.044;0.812;-0.0305
116403;2.525;0.028;0.803;-0.0335
116404;2.937;0.0245;0.802;-0.033
116501;1.74;0.0245;0.806;-0.03
116502;1.776;0.0205;0.811;-0.033
116503;1.832;0.039;0.801;-0.03
116504;1.873;0.0265;0.795;-0.032
116601;1.693;0.0225;0.808;-0.03
116602;1.882;0.016;0.81;-0.031
116603;1.926;0.0215;0.805;-0.0315
116604;1.94;0.0185;0.805;-0.033
116703;1.552;0.0175;0.81;-0.0335
116704;1.549;0.0175;0.804;-0.0315
116802;1.62;0.011;0.806;-0.029
116803;1.586;0.032;0.806;-0.029
116804;1.572;0.0215;0.81;-0.0335
116901;3.068;0.0225;0.809;-0.031
116902;3.116;0.085;0.801;-0.035
116903;2.9;0.057;0.815;-0.035
116904;3.158;0.025;0.807;-0.0325
117001;3.234;0.0265;0.805;-0.033
117002;3.055;0.0245;0.804;-0.0275
117003;3.086;0.051;0.799;-0.034
117004;3.149;0.0635;0.806;-0.031
117101;2.741;0.0205;0.796;-0.0315
117102;2.78;0.05;0.809;-0.0385
117103;3.137;0.036;0.8;-0.232
117104;2.955;0.0855;0.813;-0.033
117201;2.959;0.032;0.803;-0.035
117202;2.877;0.025;0.798;-0.0345
117203;2.772;0.03;0.803;-0.033
117204;2.66;0.021;0.811;-0.0325
117301;3.14;0.0205;0.812;-0.035
117302;3.101;0.0225;0.806;-0.034
117303;2.925;0.0205;0.797;-0.032
117304;3.266;0.0285;0.8;-0.032
117401;2.693;0.0235;0.806;-0.033
117402;1.698;0.039;0.802;-0.0335
117403;2.884;0.0255;0.804;-0.032
117404;3.025;0.0375;0.803;-0.033
117501;3.058;0.027;0.799;-0.034
117502;2.994;0.0205;0.8;-0.034
117503;2.923;0.031;0.801;-0.034
117504;2.939;0.036;0.8;-0.0355
117601;2.99;0.0535;0.798;-0.0335
117602;2.948;0.02;0.8;-0.033
117603;2.961;0.0285;0.799;-0.0325
117604;2.91;0.016;0.799;-0.0355
117701;1.886;0.02;0.807;-0.032
117702;3.207;0.034;0.803;-0.0335
117703;3.019;0.0295;0.803;-0.0325
117704;2.7;0.0455;0.797;-0.032
117801;1.953;0.0405;0.804;-0.0325
117802;2.002;0.0225;0.805;-0.033
117803;2.105;0.038;0.804;-0.032
117804;1.819;0.018;0.806;-0.033
117901;1.645;0.026;0.807;-0.033
117902;1.964;0.0295;0.805;-0.033
117904;2.92;0.061;0.785;-0.0455
118001;3.55;0.032;0.8;-0.0315
118004;3.089;0.018;0.808;-0.033
118101;3.053;0.0395;0.767;-0.032
118201;3.676;0.068;0.799;-0.0445
118202;5.372;0.182;0.798;-0.0435
118203;3.701;0.056;0.797;-0.042
118301;3.101;0.115;0.788;-0.0295
118302;1.689;0.1;0.786;-0.0275
118303;2.332;0.0375;0.778;-0.0245
118304;1.576;0.0395;0.773;-0.0365
118501;1.436;0.0355;0.772;-0.0385
118502;1.668;0.044;0.775;-0.037
118503;1.61;0.044;0.769;-0.0365
118504;1.512;0.0565;0.767;-0.037
118601;1.775;0.0415;0.77;-0.036
118602;2.019;0.0495;0.773;-0.036
118603;1.596;0.044;0.773;-0.036
118604;1.654;0.0455;0.764;-0.037
118701;1.385;0.0355;0.779;-0.037
118702;1.494;0.0365;0.778;-0.0325
118703;1.643;0.064;0.797;-0.035
118704;1.675;0.0495;0.769;-0.0355
118801;1.651;0.067;0.805;-0.036
118802;2.015;0.0415;0.767;-0.033
118803;1.796;0.078;0.806;-0.0315
118804;1.759;0.0525;0.766;-0.036
118901;2.112;0.0465;0.776;-0.0345
118902;1.799;0.0815;0.818;-0.037
118903;1.724;0.0355;0.784;-0.0415
118904;2.291;0.0285;0.778;-0.037
119001;1.558;0.046;0.776;-0.036
119002;1.961;0.0385;0.774;-0.028
119003;1.904;0.0885;0.771;-0.027
119004;1.757;0.037;0.78;-0.0265
119101;1.498;0.0585;0.803;-0.0325
119102;1.549;0.0705;0.758;-0.0345
119103;1.642;0.053;0.789;-0.0345
119104;1.818;0.0495;0.775;-0.0345
119201;1.131;0.042;0.778;-0.037
119202;1.434;0.0425;0.773;-0.0365
119203;1.452;0.0425;0.775;-0.0375
119204;1.498;0.0535;0.774;-0.035
119301;1.888;0.035;0.784;-0.024
119302;2.018;0.0365;0.785;-0.026
119303;2.023;0.053;0.8;-0.035
119304;2.003;0.0195;0.801;-0.0345
119401;2.073;0.026;0.784;-0.027
119402;2.059;0.034;0.781;-0.0285
119403;2.031;0.0265;0.804;-0.0345
119501;1.869;0.0385;0.787;-0.028
119502;1.833;0.024;0.787;-0.023
119504;1.895;0.0205;0.802;-0.035
119601;1.753;0.03;0.776;-0.026
119602;1.777;0.032;0.805;-0.027
119603;1.921;0.018;0.802;-0.0315
119604;2.355;0.014;0.802;-0.035
119701;1.807;0.05;0.788;-0.027
119702;1.728;0.0355;0.81;-0.0255
119704;2.105;0.05;0.813;-0.032
119801;1.712;0.0405;0.791;-0.022
119802;1.789;0.032;0.781;-0.0285
119803;2.291;0.023;0.798;-0.0355
119804;2.317;0.023;0.802;-0.032
119901;2.199;0.0355;0.784;-0.031
119902;2.072;0.0395;0.781;-0.0365
119903;2.179;0.0175;0.81;-0.0325
119904;2.291;0.0245;0.804;-0.0335
120001;2.349;0.037;0.777;-0.0345
120002;2.156;0.016;0.808;-0.032
120003;2.073;0.0165;0.807;-0.0295
120004;2.06;0.026;0.806;-0.0345
120101;1.816;0.0395;0.78;-0.034
120102;2.137;0.0285;0.806;-0.032
120103;2.257;0.028;0.798;-0.035
