part_id;weight;anomaly
107402;0.588220037;0
107403;0.583257029;0
107404;0.57661768;0
107501;0.576641522;0
107502;0.589135042;0
107503;0.576593096;0
107504;0.578452375;0
107601;0.591001169;0
107602;0.581639365;0
107603;0.588973189;0
107604;0.588494587;0
107701;0.5919344;0
107702;0.58122749;0
107703;0.587503377;0
107704;0.589280313;0
107801;0.585453984;0
107802;0.581879026;0
107803;0.585553333;0
107804;0.588214535;0
107901;0.601503916;0
107902;0.590270632;0
107903;0.588811695;0
107904;0.590800679;0
108001;0.585942518;0
108002;0.589981923;0
108003;0.591018602;0
108004;0.588108996;0
108101;0.591347536;0
108102;0.589623931;0
108103;0.586460299;0
108104;0.59110184;0
108201;0.590843127;0
108202;0.589323487;0
108203;0.588329554;0
108204;0.590628436;0
108301;0.589723454;0
108302;0.589505547;0
108303;0.589472968;0
108304;0.590050253;0
108401;0.604341162;0
108402;0.591654128;0
108403;0.59075839;0
108404;0.590255369;0
108501;0.590907494;0
108502;0.591424152;0
108503;0.591421587;0
108504;0.590072016;0
108601;0.587052492;0
108602;0.589330887;0
108603;0.588586749;0
108604;0.589549848;0
108701;0.590025022;0
108702;0.588719905;0
108703;0.589140394;0
108704;0.589782318;0
108801;0.59077758;0
108802;0.589989484;0
108803;0.586390355;0
108804;0.586531708;0
108901;0.591125553;0
108902;0.588991329;0
108903;0.589341298;0
108904;0.590212991;0
109001;0.589586443;0
109002;0.58464642;0
109003;0.585041869;0
109004;0.588557022;0
109101;0.58925392;0
109102;0.588455495;0
109103;0.585055715;0
109104;0.588938038;0
109201;0.585442466;0
109202;0.591797343;0
109203;0.587088439;0
109204;0.587667915;0
109301;0.585924478;0
109302;0.587819675;0
109303;0.585821828;0
109401;0.602044097;0
109402;0.597827876;0
109403;0.595481504;0
109404;0.596767545;0
109501;0.593221406;0
109502;0.591426283;0
109503;0.58970956;0
109504;0.592944403;0
109601;0.590165618;0
109602;0.592408487;0
109603;0.594283223;0
109604;0.591874776;0
109701;0.591856634;0
109702;0.601351795;0
109703;0.597527782;0
109704;0.605908709;0
109801;0.59421544;0
109802;0.590807328;0
109803;0.588591618;0
109804;0.59130439;0
109901;0.594351671;0
109902;0.588630991;0
109903;0.586599663;0
109904;0.588281701;0
110001;0.590434379;0
110002;0.587785122;0
110003;0.586144936;0
110004;0.588409397;0
110101;0.588712443;0
110102;0.589800853;0
110103;0.587958674;0
110104;0.587832868;0
110201;0.587690142;0
110202;0.586312244;0
110203;0.587247905;0
110204;0.587575602;0
110301;0.588711733;0
110302;0.585677626;0
110303;0.586813727;0
110304;0.587462805;0
110401;0.58717213;0
110402;0.587016231;0
110403;0.585704085;0
110404;0.585696555;0
110501;0.584967763;0
110502;0.586965952;0
110503;0.58214249;0
110504;0.586959084;0
110601;0.587990077;0
110602;0.586176366;0
110603;0.590928435;0
110604;0.586003343;0
110701;0.587131963;0
110702;0.58661126;0
110703;0.585766316;0
110704;0.586834535;0
110801;0.58797138;0
110802;0.587886298;0
110803;0.585955255;0
110804;0.588224198;0
110901;0.584787915;0
110902;0.588137615;0
110903;0.589207653;0
110904;0.584228379;0
111001;0.585295883;0
111002;0.586227128;0
111003;0.584986389;0
111004;0.592401483;0
111101;0.544360616;0
111102;0.553993794;0
111103;0.532635266;0
111104;0.537476379;0
111201;0.568463132;0
111202;0.557925323;0
111203;0.577342673;0
111204;0.560089896;0
111301;0.540101865;0
111302;0.545038704;0
111303;0.553965473;0
111304;0.538586113;0
111401;0.545865595;0
111402;0.56383112;0
111403;0.556427009;0
111404;0.586828569;0
111501;0.538536988;0
111502;0.556413905;0
111503;0.554857537;0
111504;0.555086941;0
111601;0.544285825;0
111602;0.581764687;0
111603;0.573655343;0
111604;0.562290881;0
111701;0.58654576;0
111702;0.568277121;0
111703;0.588908595;0
111704;0.575690525;0
111801;0.586101407;0
111802;0.573671717;0
111803;0.588221426;0
111804;0.569650635;0
111901;0.577514178;0
111902;0.577570452;0
111903;0.587919256;0
111904;0.586052123;0
112001;0.580264917;0
112002;0.583574322;0
112003;0.584217779;0
112004;0.585524452;0
112101;0.587228528;0
112102;0.584891728;0
112103;0.579454112;0
112104;0.586241756;0
112201;0.587263794;0
112202;0.584313454;0
112203;0.58627182;0
112204;0.585220957;0
112301;0.586729458;0
112302;0.586276454;0
112303;0.58706488;0
112304;0.584716309;0
112401;0.586844837;0
112402;0.587462378;0
112403;0.585868627;0
112404;0.583544788;0
112501;0.587437209;0
112502;0.593444952;0
112503;0.58802225;0
112504;0.588123279;0
112601;0.586717183;0
112602;0.5885364;0
112603;0.587543962;0
112604;0.592287663;0
112701;0.586547095;0
112702;0.588463223;0
112703;0.591614625;0
112704;0.624686029;0
112801;0.597420394;0
112802;0.594682366;0
112803;0.590249597;0
112804;0.598032075;0
112901;0.592096651;0
112902;0.597070567;0
112903;0.595643258;0
112904;0.594941077;0
113001;0.595888272;0
113002;0.594571233;0
113003;0.591721305;0
113004;0.583911064;0
113101;0.59342438;0
113102;0.592409996;0
113103;0.592043127;0
113104;0.592519933;0
113201;0.5926635;0
113202;0.595692036;0
113203;0.591997046;0
113204;0.592871452;0
113301;0.596286226;0
113302;0.592189357;0
113303;0.59581787;0
113304;0.594121355;0
113401;0.593661986;0
113402;0.590860688;0
113403;0.594776982;0
113404;0.5889736;0
113501;0.586433119;0
113502;0.592595965;0
113503;0.592207986;0
113504;0.593044377;0
113601;0.592261869;0
113602;0.58927246;0
113603;0.587408798;0
113604;0.590710502;0
113701;0.590824226;0
113702;0.592103595;0
113703;0.593103078;0
113704;0.587427256;0
113801;0.591237895;0
113802;0.590327865;0
113803;0.588648162;0
113804;0.590465464;0
113901;0.584885461;0
113902;0.591027991;0
113903;0.588362828;0
113904;0.593835005;0
114001;0.571698248;0
114002;0.588860155;0
114003;0.591738135;0
114004;0.588540942;0
114101;0.590087446;0
114102;0.588640419;0
114103;0.589325524;0
114104;0.589760113;0
114201;0.590621669;0
114202;0.58951278;0
114203;0.590468313;0
114204;0.591093389;0
114301;0.589325853;0
114302;0.590670854;0
114303;0.594404626;0
114304;0.599510122;0
114401;0.59364416;0
114402;0.621226357;0
114403;0.573731589;0
114404;0.581958505;0
114501;0.587019163;0
114502;0.58054337;0
114503;0.585264;0
114504;0.535581434;0
114601;0.566666965;0
114602;0.578345093;0
114603;0.577029073;0
114604;0.589673167;0
114701;0.561248144;0
114702;0.5482471;0
114703;0.585855335;0
114704;0.575252834;0
114801;0.577259105;0
114802;0.574362758;0
114803;0.580225592;0
114804;0.587243634;0
114901;0.567683524;0
114902;0.580315114;0
114903;0.590803334;0
114904;0.573846823;0
115001;0.572949904;0
115002;0.581399355;0
115003;0.571202026;0
115004;0.584886932;0
115101;0.578737558;0
115102;0.576813144;0
115103;0.586757041;0
115104;0.586881739;0
115201;0.588200859;0
115202;0.585561616;0
115203;0.586565673;0
115204;0.580424794;0
115301;0.586955569;0
115302;0.587052459;0
115303;0.586723239;0
115304;0.586354957;0
115401;0.583265069;0
115402;0.587132647;0
115403;0.586491785;0
115404;0.584548032;0
115501;0.584187618;0
115502;0.584535092;0
115503;0.583434019;0
115504;0.584484206;0
115601;0.586541889;0
115602;0.588068201;0
115603;0.586059294;0
115604;0.585396281;0
115701;0.585996925;0
115702;0.584217483;0
115703;0.584361488;0
115704;0.58527731;0
115801;0.585150355;0
115802;0.583636704;0
115803;0.58219293;0
115804;0.579721389;0
115901;0.58472474;0
115902;0.588389837;0
115903;0.585875881;0
115904;0.58722268;0
116001;0.585375751;0
116002;0.58527315;0
116003;0.58581783;0
116004;0.5802348;0
116101;0.599260941;0
116102;0.588317255;0
116103;0.587791056;0
116104;0.587191489;0
116201;0.584477258;0
116202;0.58847329;0
116203;0.584551257;0
116204;0.583521695;0
116301;0.58566221;0
116302;0.588361458;0
116303;0.585513853;0
116304;0.583597597;0
116401;0.592893486;0
116402;0.594766504;0
116403;0.586284195;0
116404;0.587304474;0
116501;0.587547983;0
116502;0.586575825;0
116503;0.586422554;0
116504;0.584443146;0
116601;0.58631579;0
116602;0.5846881;0
116603;0.585904574;0
116604;0.584120191;0
116701;0.584725526;0
116702;0.587343762;0
116703;0.586367384;0
116704;0.585371118;0
116801;0.58295769;0
116802;0.58476944;0
116803;0.582348543;0
116804;0.582377994;0
116901;0.583033428;0
116902;0.584343201;0
116903;0.582762763;0
116904;0.583323872;0
117001;0.581932005;0
117002;0.584388102;0
117003;0.583796606;0
117004;0.584810866;0
117101;0.57880137;0
117102;0.582025704;0
117103;0.585724152;0
117104;0.579858053;0
117201;0.580627736;0
117202;0.580760006;0
117203;0.580658984;0
117204;0.581609244;0
117301;0.581408572;0
117302;0.580155758;0
117303;0.579525555;0
117304;0.581954849;0
117401;0.581647912;0
117402;0.580301934;0
117403;0.580609334;0
117404;0.581406197;0
117501;0.581224089;0
117502;0.581543726;0
117503;0.580920114;0
117504;0.58093706;0
117601;0.579295798;0
117602;0.580450056;0
117603;0.580729908;0
117604;0.580254144;0
117701;0.581245413;0
117702;0.581877649;0
117703;0.580419209;0
117704;0.579105074;0
117801;0.58031034;0
117802;0.580809311;0
117803;0.582243047;0
117804;0.580640305;0
117901;0.580579762;0
117902;0.580772799;0
117903;0.533180273;0
117904;0.538503824;0
118001;0.552653972;0
118002;0.543834945;0
118003;0.566408036;0
118004;0.554013206;0
118101;0.554254404;0
118102;0.56260525;0
118103;0.557268831;0
118104;0.546646354;0
118201;0.552542927;0
118202;0.537270123;0
118203;0.553206355;0
118204;0.559665292;0
118301;0.546587992;0
118302;0.566301277;0
118303;0.570596957;0
118304;0.583351868;0
118401;0.557574553;0
118402;0.577938607;0
118403;0.583177605;0
118404;0.587590039;0
118501;0.576777783;0
118502;0.576125011;0
118503;0.57703439;0
118504;0.585562707;0
118601;0.581959662;0
118602;0.578797189;0
118603;0.588987762;0
118604;0.578061072;0
118701;0.583768315;0
118702;0.585954476;0
118703;0.585112175;0
118704;0.583684895;0
118801;0.590942513;0
118802;0.584748491;0
118803;0.586902478;0
118804;0.586590293;0
118901;0.583988028;0
118902;0.583555683;0
118903;0.584831622;0
118904;0.583598595;0
119001;0.583724565;0
119002;0.583050815;0
119003;0.582915777;0
119004;0.583336986;0
119101;0.582059485;0
119102;0.581277263;0
119103;0.581658826;0
119104;0.582106486;0
119201;0.581208319;0
119202;0.580257288;0
119203;0.582587967;0
119204;0.581446228;0
119301;0.583489949;0
119302;0.580404624;0
119303;0.57885919;0
119304;0.580299088;0
119401;0.580914793;0
119402;0.579963254;0
119403;0.581077685;0
119404;0.580787841;0
119501;0.580388284;0
119502;0.576435323;0
119503;0.570702074;0
119504;0.578371751;0
119601;0.578883495;0
119602;0.582385182;0
119603;0.579023943;0
119604;0.578894797;0
119701;0.581067161;0
119702;0.58067444;0
119703;0.579053589;0
119704;0.580899155;0
119801;0.577117759;0
119802;0.577739904;0
119803;0.57796621;0
119804;0.580527943;0
119901;0.578316718;0
119902;0.57988652;0
119903;0.579028792;0
119904;0.575529409;0
120001;0.577715853;0
120002;0.57885148;0
120003;0.579702583;0
120004;0.577487227;0
120101;0.576796672;0
120102;0.576130384;0
120103;0.562267846;0
120104;0.576800573;0
120201;0.577877637;0
120202;0.575184185;0
120203;0.575913406;0
120204;0.57415909;0
120301;0.576629176;0
120302;0.577759213;0
120303;0.577117608;0
120304;0.574371678;0
120401;0.573650024;0
120402;0.577331595;0
120403;0.575659728;0
120404;0.573882481;0
120501;0.556478522;0
120502;0.574369579;0
120503;0.569885213;0
120504;0.574609312;0
120601;0.57301066;0
120602;0.572248485;0
120603;0.609152397;0
120604;0.601656935;0
120701;0.601669988;0
120702;0.602420742;0
120703;0.602281159;0
120704;0.606126241;0
120801;0.599695126;0
120802;0.6035426;0
120803;0.604411922;0
120804;0.600220477;0
120901;0.602574173;0
120902;0.600012842;0
120903;0.601823962;0
120904;0.59842666;0
121001;0.600467081;0
121002;0.597033289;0
121003;0.596953269;0
121004;0.598127117;0
121101;0.596286669;0
121102;0.596995526;0
121103;0.598181833;0
121104;0.597455955;0
121201;0.598647577;0
121202;0.59805451;0
121203;0.598365483;0
121204;0.599057699;0
121301;0.600275642;0
121302;0.601158753;0
121303;0.600119875;0
121304;0.599688672;0
121401;0.600130415;0
121402;0.603161794;0
121403;0.6000664;0
121404;0.593546638;0
121501;0.592250471;0
121502;0.592554127;0
121503;0.592487165;0
121504;0.592433308;0
121601;0.592443494;0
121602;0.592550216;0
121603;0.590095568;0
121604;0.593285069;0
121701;0.592961687;0
121702;0.592603667;0
121703;0.593902374;0
121704;0.590132666;0
121801;0.58955721;0
121802;0.591732639;0
121803;0.594435176;0
121804;0.589596072;0
121901;0.591495317;0
121902;0.591717961;0
121903;0.593296415;0
121904;0.58670745;0
122001;0.591065211;0
122002;0.591681449;0
122003;0.592460721;0
122004;0.589137588;0
122101;0.589876524;0
122102;0.59021965;0
122103;0.590673835;0
122104;0.587995694;0
122201;0.588692793;0
122202;0.588654041;0
122203;0.589326162;0
122204;0.588880376;0
122301;0.586996564;0
122302;0.585241443;0
122303;0.589791211;0
122304;0.588356179;0
122401;0.588376436;0
122402;0.589470846;0
122403;0.588584919;0
122404;0.588190246;0
122501;0.58721054;0
122502;0.589432257;0
122503;0.587174173;0
122504;0.588209412;0
122601;0.586229569;0
122602;0.584523891;0
122703;0.586916578;0
122604;0.584649567;0
122701;0.586689637;0
122603;0.585556415;0
122702;0.585332039;0
122704;0.588222901;0
122801;0.587679384;0
122802;0.58251488;0
122803;0.588763225;0
122804;0.588059422;0
122901;0.546540774;1
122902;0.542920577;1
122903;0.542080735;1
122904;0.543149829;1
123001;0.539682549;1
123002;0.541805357;1
123003;0.543325188;1
123004;0.541155482;1
123101;0.542980501;1
123102;0.538526449;1
123103;0.551694347;1
123104;0.544123891;1
123201;0.538506972;1
123202;0.54149273;1
123203;0.542956752;1
123204;0.542705101;1
123301;0.541827074;1
123302;0.542512878;1
123303;0.543916763;1
123304;0.541805553;1
123401;0.541388276;1
123402;0.541381681;1
123403;0.542062602;1
123404;0.541327668;1
123501;0.541765455;1
123502;0.542778193;1
123503;0.540384638;1
123504;0.541191923;1
123601;0.539981529;1
123602;0.542537898;1
123603;0.541050363;1
123604;0.539843607;1
123701;0.542143415;1
123702;0.54364914;1
123703;0.538792962;1
123704;0.540571191;1
123801;0.541789606;1
123802;0.54190673;1
123803;0.543333898;1
123804;0.544612554;1
123901;0.54233502;1
123902;0.542921471;1
123903;0.537016958;1
123904;0.537269209;1
124001;0.542959193;1
124002;0.538312987;1
124003;0.537876586;1
124004;0.539422721;1
124101;0.545645753;1
124102;0.552033053;1
124103;0.55824872;1
124104;0.549866688;1
124201;0.55380332;1
124202;0.552160622;1
124203;0.551355526;1
124204;0.551416395;1
124301;0.551290077;1
124302;0.554899799;1
124303;0.556292526;1
124304;0.519547332;1
124401;0.552364979;1
124402;0.554171518;1
124403;0.557612899;1
124404;0.548722169;1
124501;0.554144136;1
124502;0.549211413;1
124503;0.550908098;1
124504;0.553826281;1
124601;0.547732553;1
124602;0.55427964;1
124603;0.556640515;1
124604;0.55695489;1
124701;0.555158004;1
124702;0.556363663;1
124703;0.556576995;1
124704;0.552985716;1
124801;0.553775073;1
124802;0.554381109;1
124803;0.5453889;1
124804;0.556763687;1
124901;0.561474043;1
