part_id_cylinder_bottom;part_id_piston_rod;rework;pressure
120403;210604;y;10117.5
103004;210701;y;10742
102201;210702;n;9530.333
108104;210703;n;9760.167
119704;210704;n;11057.5
107901;210801;n;10902
119803;210802;n;9570.167
107203;210803;y;10121.333
107601;210804;y;10293
100103;210901;y;9581.667
107104;210902;y;9462.333
106904;210903;y;10087
107001;210904;y;84
103001;211001;y;10792
107701;211002;y;10332.5
107003;211003;y;10446.333
107404;211004;y;10288.167
102702;211101;n;11512
107301;211102;y;10218.5
107502;211103;y;10642.5
107202;211104;y;10093.667
102904;211201;n;9376
107002;211202;y;10411.167
108204;211203;n;10359.5
102802;211204;y;10264.667
108101;211301;y;10176.167
106803;211302;y;10215.667
107702;211303;y;9365.667
100204;211401;y;9995.833
100203;211402;n;5455.667
107501;211403;n;9617
106804;211404;y;9548.667
100304;211501;y;10494.167
107303;211502;y;9826.5
108103;211503;n;11132
107602;211504;n;11668.167
100403;211601;y;7957.167
107504;211602;y;9695.167
104602;211603;n;10019
106901;211604;y;9933.167
103502;214102;y;87.667
101504;214104;y;90.333
103904;214702;y;72.333
104104;214704;y;86.333
103703;215001;n;13444.333
103302;215002;n;12735.333
103702;215003;n;12921.833
104102;215004;n;12795
103704;215101;n;12785.667
101704;215102;n;12987.5
104101;215103;n;13356.333
103804;215104;n;12789.833
103503;215201;n;12384
101404;215202;n;12934
102003;215203;n;11515.167
104001;215204;n;12886.333
103203;215301;n;11488
103902;215302;n;12388.333
103101;215303;n;10858
103301;215304;n;13023.5
103102;215401;n;12785.167
102001;215402;n;13131.333
104704;215403;n;12646.667
103204;215404;n;12596.667
103103;215501;n;12941.167
101902;215502;n;12150.667
103803;215503;n;13214
104604;215504;n;12775.167
101904;215601;n;13076.5
104202;215602;n;12718.5
104201;215603;n;13083
101803;215604;n;12936.333
103201;215701;n;13807.833
101202;215702;n;13153.667
101601;215703;n;13492.5
101502;215704;n;13342.667
101604;215801;n;13528
101804;215802;n;13020.833
101503;215803;n;12256.833
101702;215804;n;13345.833
104203;215901;n;13707.667
102002;215902;n;13427.833
104703;215903;n;12986.833
101903;215904;n;13152.833
104003;216001;n;12925.833
102004;216002;n;13372.5
101901;216003;n;13207.833
101602;216004;n;13194.333
104204;216101;n;13194
101701;216102;n;13401.5
103202;216103;n;12840.333
103303;216104;n;13854
101501;216201;n;13435.833
116904;216202;n;13118.5
101401;216203;n;13222.833
101204;216204;n;13068.5
101802;216301;n;12812.167
116903;216302;n;13221.5
101304;216303;n;13261.667
115801;216304;n;13059.667
101203;216401;n;13334
101402;216402;n;13067.5
117001;216403;n;13364.667
117004;216404;n;13230.5
115901;216501;n;13179.333
101201;216502;n;13263
117002;216503;n;13298.333
101403;216504;n;13498.333
116902;216601;n;13359.167
101302;216602;n;13343.167
116901;216603;n;13634.167
101303;216604;n;13403.833
101603;216701;n;13148.667
115704;216702;n;13293.833
101801;216703;n;13313
117204;216704;n;13445.167
101703;216801;n;13135.833
117302;216802;n;13620
117003;216803;n;13103.333
117101;216804;n;13472.333
101101;216901;n;13540.333
116004;216902;n;13448.167
117104;216903;n;12983
116403;216904;n;13529.333
115902;217001;n;13220.667
116404;217002;n;13526.167
115802;217003;n;13067.333
116302;217004;n;13476.833
101301;217101;n;13339.5
115803;217102;n;13293.333
117102;217103;n;13288.667
116402;217104;n;13397.333
116401;217202;n;13406.5
116101;217203;n;13688.5
117401;217204;n;13661.667
116003;217301;n;13102.167
116204;217302;n;13538
116102;217303;n;13687.333
116202;217304;n;13416.833
117303;217401;n;13528.333
117602;217402;n;13593.167
116301;217403;n;13430.833
115702;217404;n;13529.833
116001;217501;n;13552
117403;217502;n;13273
115904;217503;n;13603.333
117301;217504;n;13401.5
117304;217601;n;13462.167
117703;217602;n;13272
117702;217603;n;13379.833
115703;217604;n;13360
117501;217701;n;12225.667
105304;217702;n;13291.5
115804;217703;n;12069.667
104803;217704;n;12468.667
115701;217801;n;12291.333
104904;217802;n;12487.167
116304;217803;n;12243
105302;217804;n;12102.333
117704;217901;n;12087
105903;217902;n;13154.667
116002;217903;n;12450.333
105703;217904;n;12677.833
115903;218001;n;13152
105702;218002;n;12359.333
117502;218003;n;12478.833
105003;218004;n;12314.5
122104;218101;n;12231
105802;218102;n;12258.333
117801;218103;n;12189.667
105504;218104;n;12470.5
117402;218201;n;11825.333
122503;218202;n;12284.5
117504;218203;n;12612.333
116601;218204;n;12281
117603;218301;n;12110.5
122404;218302;n;12184
117604;218303;n;9897.167
122803;218304;n;12331.333
117202;218401;n;11362.833
117503;218402;n;9771.667
116201;218403;n;8711.167
122402;218404;n;11455.333
116303;218501;n;11793
117901;218502;n;11053
116103;218503;n;12553.833
116502;218504;n;11471.167
116804;218601;n;12239
122804;218602;n;10593.333
117404;218603;n;11943.667
116104;218604;n;9652.167
122802;218701;n;10810.333
116603;218702;n;10825
122703;218703;n;12108.167
122604;218704;n;12143.167
117203;218801;n;10870.333
122704;218802;n;11962.833
116203;218803;n;11731.833
116503;218804;n;13415.833
116704;218901;n;11480.5
121703;218902;n;12489.667
116703;218903;n;12280.833
122204;218904;n;12881.667
122504;219001;n;10052.833
117802;219002;n;12816
122004;219003;n;12226.667
117902;219004;n;12360.667
122603;219101;n;12569
116803;219102;n;12589.667
117701;219103;n;12011
117601;219104;n;12722.333
122602;219201;n;10531
122702;219202;n;12239.833
106102;219203;n;12337.333
116802;219204;n;9328.5
106104;219301;n;12546.5
117803;219302;n;12126.833
107403;219303;n;12392
116504;219304;n;11504
122403;219401;n;12499.833
116602;219402;n;12648.667
107704;219403;n;12477.167
107402;219404;n;12545.667
107201;219501;n;13263.667
122003;219502;n;12757.833
107204;219503;n;12458.167
122302;219504;n;12287.5
100104;219601;n;12507.167
117804;219602;n;12619.5
116501;219603;n;12119.5
116604;219604;n;12444.833
122304;219701;n;12574.667
122303;219702;n;12961.833
105001;219703;n;12667
106203;219704;n;12436.167
106201;219801;n;13040.5
104902;219802;n;12312
105402;219803;n;12656.167
104901;219804;n;13247.167
105603;219901;n;12220
106001;219902;n;12668.5
105002;219903;n;12608
105404;219904;n;12146.667
105103;220001;n;12611.667
105704;220002;n;12747
105601;220003;n;12566.5
105104;220004;n;12579.667
105503;220101;n;12364.167
105401;220102;n;12463
105502;220103;n;12263.833
104903;220104;n;12758
105602;220201;n;12477.833
105102;220202;y;12638.833
104804;220203;n;12964.833
106204;220204;n;12586.5
106101;220301;n;12628.667
105301;220302;n;12212.167
105004;220303;n;12557.167
105902;220304;n;12975.667
105701;220401;n;12261.667
105801;220402;n;12813
100502;220403;n;12583.833
100901;220404;n;13002.833
105604;220501;n;12433.5
106202;220502;n;12580.833
105303;220503;n;12490.333
106103;220504;n;13016.833
105101;220601;n;12560.333
105803;220602;n;12732
104802;220603;n;13387
105403;220604;n;12899.667
106003;220701;n;12691.167
100702;220702;n;13356.667
105501;220703;n;12780.5
107304;220704;n;13041.167
106002;220801;n;12438.333
107604;220802;n;10995.333
100504;220803;n;13041
100903;220804;n;8947
100904;220901;n;12697.333
100101;220902;n;7627.667
100703;220903;n;12886.333
107004;220904;n;10076.333
100302;221001;n;12886.167
100902;221002;n;9993.667
100301;221003;n;13154.833
100603;221004;n;9310.167
100801;221101;n;10484.333
106801;221102;n;11003.167
100501;221103;n;9016.833
101004;221104;n;10828.333
100604;221201;n;10641.667
107603;221202;n;10916.167
100401;221203;n;9991.167
106802;221204;n;10916.667
100404;221301;n;11491.667
103801;221302;n;10463.167
106504;221303;n;11034.167
106903;221304;n;10338.5
106704;221401;n;10849.5
104701;221402;n;11328.167
106402;221403;n;10739.333
104502;221404;n;10661.667
106303;221501;n;11121.167
104601;221502;n;10642.667
106404;221503;n;10474.667
107503;221504;n;11059.667
106401;221601;n;10710.833
104603;221602;n;10698.167
104303;221603;n;10868.167
106604;221604;n;10728.833
106603;221701;n;78.333
104302;221702;n;10741
106502;221703;n;10910.167
104403;221704;n;8078.833
104801;221801;n;13413
100802;221802;n;13031
105204;221803;n;13245.5
100803;221804;n;13224.333
101001;221901;n;12390.167
100202;221902;n;12988.333
105202;221903;n;12350.5
100303;221904;n;13143.5
101002;222001;n;13324.667
100102;222002;n;13168.667
101003;222003;n;13323.333
100602;222004;n;12960.5
105203;222101;n;12566.333
105901;222102;n;12764.5
100804;222103;n;12230.833
100701;222104;n;13240.167
105201;222201;n;12381.333
100601;222202;n;12459.5
100704;222203;n;12242.167
100503;222204;n;12468.5
106501;222301;n;10105.333
104301;222302;n;10436
106403;222303;n;10407.667
100402;222304;n;10323.5
104401;222401;n;11092.5
104702;222402;n;10450.5
106703;222403;n;10981.333
104504;222404;n;10755.333
106304;222501;n;10384.833
103802;222502;n;10189
106503;222503;n;10798.667
106302;222504;n;9928.833
106602;222601;n;9630.667
104501;222602;n;10610.5
106301;222603;n;10755.333
106702;222604;n;9945.5
104402;222702;n;7998.5
104404;222703;n;10488.333
104304;222704;n;7103
118703;222801;n;12789.333
118704;222802;n;12908.667
119001;222803;n;12587.167
118601;222804;n;12816.5
119902;222901;n;12587.667
119204;222902;n;12833.833
120704;222903;n;12177.167
118802;222904;n;12912
120503;223001;n;13724.5
119104;223002;n;12520.667
121503;223003;n;13266.167
123104;223004;n;12117.5
118504;223101;n;13138.667
123202;223102;n;12220.167
118701;223103;n;12983.5
123001;223104;n;12532.333
119901;223201;n;13126.833
123004;223202;n;12573.5
119202;223203;n;12695
123101;223204;n;12043.833
120301;223301;n;11721.667
123501;223302;n;11991.5
123003;223303;n;12347
123901;223304;n;12265.5
119101;223401;n;12821
123502;223402;n;12371
123103;223403;n;12334.167
124802;223404;n;12389
122903;223501;n;12108.5
123304;223502;n;11546.667
123204;223503;n;12117.833
123703;223504;n;12300
123201;223601;n;12304.833
123504;223602;n;12816
118503;223603;n;12681
123802;223604;n;12693.667
118304;223701;n;13036.833
123404;223702;n;12388.333
122901;223703;n;11845.333
122902;223704;n;12853.167
123801;223801;n;12657
123403;223802;n;12516.333
123702;223803;n;12821
123402;223804;n;12488.833
123602;223901;n;12232.833
123902;223902;n;10898.833
123302;223903;n;12568.333
123603;223904;n;12599.333
114504;224001;n;10472.333
124803;224002;n;12300
111301;224003;n;12396
123601;224004;n;12353
111401;224101;n;10944.333
123604;224102;n;12356.833
114702;224103;n;11949.167
111102;224104;n;12550
123503;224201;n;11707
111601;224202;n;11183.167
111101;224203;n;10833.667
118202;224204;n;11366.667
123203;224301;n;12247.333
117904;224302;n;11589.167
123102;224304;n;12127.5
111302;224402;n;10325
123903;224404;n;11903.667
111502;224502;n;11754.667
123701;224504;n;11574.667
111303;224602;n;10985.667
123704;224604;n;12143.833
111503;224702;n;11714.167
124901;224704;n;12489.667
122904;224801;n;11997.333
118203;224804;n;11970.333
111501;224903;n;11601.333
118201;225001;n;12053
111304;225002;n;12306.5
119801;225004;n;12935
